sentence_id	category	sentence	sentiment	ner_tags
ADLT#10:1	service general	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	food quality	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	food style_options	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	drinks style_options	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	drinks prices	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	restaurant prices	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	restaurant miscellaneous	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	ambience general	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	food prices	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	location general	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:1	drinks quality	This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .	N/A	O O O O O O O O O O O O O O O O O O O
ADLT#10:2	restaurant general	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	service general	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	food quality	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	positive	O O O O O O O O O O O O O T O O O O O O O O
ADLT#10:2	food style_options	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	drinks style_options	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	drinks prices	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	restaurant prices	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	restaurant miscellaneous	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	ambience general	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	food prices	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	location general	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:2	drinks quality	for 7 years they have put out the most tasty , most delicious food and kept it that way . . .	N/A	O O O O O O O O O O O O O O O O O O O O O O
ADLT#10:3	restaurant general	never swaying , never a bad meal , never bad service . . .	positive	O O O O O O O O O O O O O O
ADLT#10:3	service general	never swaying , never a bad meal , never bad service . . .	positive	O O O O O O O O O O T O O O
ADLT#10:3	food quality	never swaying , never a bad meal , never bad service . . .	positive	O O O O O O T O O O O O O O
ADLT#10:3	food style_options	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	drinks style_options	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	drinks prices	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	restaurant prices	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	restaurant miscellaneous	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	ambience general	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	food prices	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	location general	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:3	drinks quality	never swaying , never a bad meal , never bad service . . .	N/A	O O O O O O O O O O O O O O
ADLT#10:5	restaurant general	you should travel from the Bronx to try it . . .	positive	O O O O O O O O O O O O
ADLT#10:5	service general	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	food quality	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	food style_options	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	drinks style_options	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	drinks prices	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	restaurant prices	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	restaurant miscellaneous	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	ambience general	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	food prices	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	location general	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:5	drinks quality	you should travel from the Bronx to try it . . .	N/A	O O O O O O O O O O O O
ADLT#10:6	restaurant general	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	service general	great food , great wine list , great service in a great neighborhood . . .	positive	O O O O O O O O T O O O O O O O
ADLT#10:6	food quality	great food , great wine list , great service in a great neighborhood . . .	positive	O T O O O O O O O O O O O O O O
ADLT#10:6	food style_options	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	drinks style_options	great food , great wine list , great service in a great neighborhood . . .	positive	O O O O T T O O O O O O O O O O
ADLT#10:6	drinks prices	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	restaurant prices	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	restaurant miscellaneous	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	ambience general	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	food prices	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:6	location general	great food , great wine list , great service in a great neighborhood . . .	positive	O O O O O O O O O O O O T O O O
ADLT#10:6	drinks quality	great food , great wine list , great service in a great neighborhood . . .	N/A	O O O O O O O O O O O O O O O O
ADLT#10:7	restaurant general	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	service general	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	food quality	so delicious ! ! ! ! ! !	positive	O O O O O O O O
ADLT#10:7	food style_options	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	drinks style_options	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	drinks prices	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	restaurant prices	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	restaurant miscellaneous	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	ambience general	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	food prices	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	location general	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
ADLT#10:7	drinks quality	so delicious ! ! ! ! ! !	N/A	O O O O O O O O
PP#3:0	restaurant general	Patsy ' s Pizza = true love	positive	O O O O O O O
PP#3:0	service general	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	food quality	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	food style_options	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	drinks style_options	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	drinks prices	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	restaurant prices	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	restaurant miscellaneous	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	ambience general	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	food prices	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	location general	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:0	drinks quality	Patsy ' s Pizza = true love	N/A	O O O O O O O
PP#3:1	restaurant general	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	service general	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	food quality	Hands down the best pizza on the planet .	positive	O O O O T O O O O
PP#3:1	food style_options	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	drinks style_options	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	drinks prices	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	restaurant prices	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	restaurant miscellaneous	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	ambience general	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	food prices	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	location general	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:1	drinks quality	Hands down the best pizza on the planet .	N/A	O O O O O O O O O
PP#3:3	restaurant general	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	service general	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	food quality	In about 12 minutes , the thing is gone .	positive	O O O O O O O O O O
PP#3:3	food style_options	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	drinks style_options	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	drinks prices	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	restaurant prices	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	restaurant miscellaneous	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	ambience general	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	food prices	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	location general	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
PP#3:3	drinks quality	In about 12 minutes , the thing is gone .	N/A	O O O O O O O O O O
BHD#6:0	restaurant general	great hot dogs . .	N/A	O O O O O
BHD#6:0	service general	great hot dogs . .	N/A	O O O O O
BHD#6:0	food quality	great hot dogs . .	positive	O T T O O
BHD#6:0	food style_options	great hot dogs . .	N/A	O O O O O
BHD#6:0	drinks style_options	great hot dogs . .	N/A	O O O O O
BHD#6:0	drinks prices	great hot dogs . .	N/A	O O O O O
BHD#6:0	restaurant prices	great hot dogs . .	N/A	O O O O O
BHD#6:0	restaurant miscellaneous	great hot dogs . .	N/A	O O O O O
BHD#6:0	ambience general	great hot dogs . .	N/A	O O O O O
BHD#6:0	food prices	great hot dogs . .	N/A	O O O O O
BHD#6:0	location general	great hot dogs . .	N/A	O O O O O
BHD#6:0	drinks quality	great hot dogs . .	N/A	O O O O O
BHD#6:1	restaurant general	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	service general	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	food quality	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	positive	O T T O O O O O O O O O O O O O O O O
BHD#6:1	food style_options	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	drinks style_options	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	drinks prices	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	restaurant prices	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	restaurant miscellaneous	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	ambience general	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	food prices	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	location general	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:1	drinks quality	the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .	N/A	O O O O O O O O O O O O O O O O O O O
BHD#6:2	restaurant general	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	service general	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	food quality	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	positive	O T O O O O O O O O O O O O O O O O O O
BHD#6:2	food style_options	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	drinks style_options	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	drinks prices	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	restaurant prices	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	restaurant miscellaneous	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	positive	O O O O T O O O O O O O O O O O O O O O
BHD#6:2	ambience general	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	food prices	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	location general	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
BHD#6:2	drinks quality	great toppings definitely a place you need to check out for late night munchies or a mid day boost !	N/A	O O O O O O O O O O O O O O O O O O O O
TM#5:0	restaurant general	great taste	N/A	O O
TM#5:0	service general	great taste	N/A	O O
TM#5:0	food quality	great taste	positive	O O
TM#5:0	food style_options	great taste	N/A	O O
TM#5:0	drinks style_options	great taste	N/A	O O
TM#5:0	drinks prices	great taste	N/A	O O
TM#5:0	restaurant prices	great taste	N/A	O O
TM#5:0	restaurant miscellaneous	great taste	N/A	O O
TM#5:0	ambience general	great taste	N/A	O O
TM#5:0	food prices	great taste	N/A	O O
TM#5:0	location general	great taste	N/A	O O
TM#5:0	drinks quality	great taste	N/A	O O
TM#5:1	restaurant general	Great , original taste .	N/A	O O O O O
TM#5:1	service general	Great , original taste .	N/A	O O O O O
TM#5:1	food quality	Great , original taste .	positive	O O O O O
TM#5:1	food style_options	Great , original taste .	N/A	O O O O O
TM#5:1	drinks style_options	Great , original taste .	N/A	O O O O O
TM#5:1	drinks prices	Great , original taste .	N/A	O O O O O
TM#5:1	restaurant prices	Great , original taste .	N/A	O O O O O
TM#5:1	restaurant miscellaneous	Great , original taste .	N/A	O O O O O
TM#5:1	ambience general	Great , original taste .	N/A	O O O O O
TM#5:1	food prices	Great , original taste .	N/A	O O O O O
TM#5:1	location general	Great , original taste .	N/A	O O O O O
TM#5:1	drinks quality	Great , original taste .	N/A	O O O O O
TM#5:2	restaurant general	For me dishes a little oily , but overall dining experience good .	positive	O O O O O O O O O O O O O
TM#5:2	service general	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	food quality	For me dishes a little oily , but overall dining experience good .	negative	O O T O O O O O O O O O O
TM#5:2	food style_options	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	drinks style_options	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	drinks prices	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	restaurant prices	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	restaurant miscellaneous	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	ambience general	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	food prices	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	location general	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:2	drinks quality	For me dishes a little oily , but overall dining experience good .	N/A	O O O O O O O O O O O O O
TM#5:3	restaurant general	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	service general	Helpful service and average price per dish $ 10 .	positive	O T O O O O O O O O
TM#5:3	food quality	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	food style_options	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	drinks style_options	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	drinks prices	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	restaurant prices	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	restaurant miscellaneous	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	ambience general	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	food prices	Helpful service and average price per dish $ 10 .	positive	O O O O O O T O O O
TM#5:3	location general	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:3	drinks quality	Helpful service and average price per dish $ 10 .	N/A	O O O O O O O O O O
TM#5:4	restaurant general	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	service general	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	food quality	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	food style_options	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	drinks style_options	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	drinks prices	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	restaurant prices	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	restaurant miscellaneous	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	ambience general	The only thing that strikes you is the decor ? ( not very pleasant ) .	negative	O O O O O O O O T O O O O O O O
TM#5:4	food prices	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	location general	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#5:4	drinks quality	The only thing that strikes you is the decor ? ( not very pleasant ) .	N/A	O O O O O O O O O O O O O O O O
TM#6:0	restaurant general	great food	N/A	O O
TM#6:0	service general	great food	N/A	O O
TM#6:0	food quality	great food	positive	O T
TM#6:0	food style_options	great food	N/A	O O
TM#6:0	drinks style_options	great food	N/A	O O
TM#6:0	drinks prices	great food	N/A	O O
TM#6:0	restaurant prices	great food	N/A	O O
TM#6:0	restaurant miscellaneous	great food	N/A	O O
TM#6:0	ambience general	great food	N/A	O O
TM#6:0	food prices	great food	N/A	O O
TM#6:0	location general	great food	N/A	O O
TM#6:0	drinks quality	great food	N/A	O O
TM#6:1	restaurant general	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	service general	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	food quality	This place has great indian chinese food .	positive	O O O O T T T O
TM#6:1	food style_options	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	drinks style_options	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	drinks prices	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	restaurant prices	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	restaurant miscellaneous	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	ambience general	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	food prices	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	location general	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:1	drinks quality	This place has great indian chinese food .	N/A	O O O O O O O O
TM#6:2	restaurant general	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	service general	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	food quality	The flavors are amazing and the value is phenomenal .	positive	O O O O O O O O O O
TM#6:2	food style_options	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	drinks style_options	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	drinks prices	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	restaurant prices	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	restaurant miscellaneous	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	ambience general	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	food prices	The flavors are amazing and the value is phenomenal .	positive	O O O O O O O O O O
TM#6:2	location general	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:2	drinks quality	The flavors are amazing and the value is phenomenal .	N/A	O O O O O O O O O O
TM#6:3	restaurant general	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	service general	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	food quality	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	food style_options	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	drinks style_options	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	drinks prices	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	restaurant prices	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	restaurant miscellaneous	Be prepared to wait , because the place is pretty tiny .	negative	O O O O O O O T O O O O
TM#6:3	ambience general	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	food prices	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	location general	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:3	drinks quality	Be prepared to wait , because the place is pretty tiny .	N/A	O O O O O O O O O O O O
TM#6:4	restaurant general	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	service general	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	food quality	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	food style_options	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	drinks style_options	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	drinks prices	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	restaurant prices	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	restaurant miscellaneous	Also , they do not take credit card so come with cash !	neutral	O O O O O O O O O O O O O
TM#6:4	ambience general	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	food prices	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	location general	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:4	drinks quality	Also , they do not take credit card so come with cash !	N/A	O O O O O O O O O O O O O
TM#6:5	restaurant general	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	service general	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	food quality	Even though the place is not beautiful , the food speaks for itself .	positive	O O O O O O O O O T O O O O
TM#6:5	food style_options	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	drinks style_options	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	drinks prices	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	restaurant prices	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	restaurant miscellaneous	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	ambience general	Even though the place is not beautiful , the food speaks for itself .	negative	O O O T O O O O O O O O O O
TM#6:5	food prices	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	location general	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:5	drinks quality	Even though the place is not beautiful , the food speaks for itself .	N/A	O O O O O O O O O O O O O O
TM#6:6	restaurant general	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	service general	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	food quality	Best Indian Chinese in the city , by far !	positive	O T T O O O O O O O
TM#6:6	food style_options	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	drinks style_options	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	drinks prices	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	restaurant prices	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	restaurant miscellaneous	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	ambience general	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	food prices	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	location general	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TM#6:6	drinks quality	Best Indian Chinese in the city , by far !	N/A	O O O O O O O O O O
TVU#6:0	restaurant general	AMAZING MY FAVORITE ! ! !	positive	O O O O O O
TVU#6:0	service general	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	food quality	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
TVU#6:0	food style_options	AMAZING MY FAVORITE ! ! !	N/A	O O O O O O
